experiment_id;seed;instance;n;m;s;best_known_result;max_generations;population_size;encoding_method;selection_method;mutation_method;crossover_method;parent_selection_method;mutation_probability;crossover_probability;elite_size;offspring_size;total_time;best_solution_found;best_solution_hash;elite_fitness;elite_hash;diff;gap
79;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;5.476468801;-1.67060494;1462161319;-1.6706049400126741,-1.743306545907459,-1.7745290242261005,-1.7745290242261005,-1.7745290242261005,-1.7912566531971839,-1.79838776874658,-1.8168849457148042,-1.8193542029753524,-1.8319226327238691,-1.849073275751635,-1.8521383312412745,-1.8620131300844482,-1.8639297827618275,-1.8756614211055984;1462161319,1475644267,1684853447,1684853447,1684853447,-1225417977,-991635570,922065687,1458932587,1559665014,-1524768073,-567433101,1734892007,380930943,1310538071;0.116798402;7.52%
39;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.724844694;-1.671093825;1338477159;-1.6710938251472407,-1.6710938251472407,-1.7002304821768779,-1.7002304821768786,-1.7113183366198919,-1.7113183366198919,-1.7113183366198919,-1.7113183366198919;13,384,771,591,338,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.117287288;7.55%
10;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;1.398151159;-1.671315463;1998400095;-1.6713154634979857,-1.6713154634979857,-1.6713154634979857,-1.6713154634979857,-1.6713154634979857;19,984,000,951,998,400,000,000,000,000,000,000,000,000,000,000,000;0.117508926;7.56%
25;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;1.698545456;-1.672595274;1608690022;-1.672595274189415,-1.7268988333970512,-1.7276633444468388,-1.7882104339154357,-1.8284082739305338;1608690022,2074536238,2074536231,2072439079,-193187681;0.118788737;7.65%
53;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;2.801072598;-1.673044881;1997351511;-1.6730448806659302,-1.6730448806659302,-1.6730448806659302,-1.6730448806659302,-1.6730448806659302,-1.6730448806659302,-1.6730448806659302,-1.6730448806659302;19,973,515,111,997,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.119238343;7.67%
4;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.519155502;-1.675330617;-260103273;-1.6753306172617515,-1.6753306172617515,-1.6753306172617515,-1.6753306172617515,-1.6753306172617515;-260103273,-260103273,-260103273,-260103273,-260103273;0.12152408;7.82%
44;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;3.572290421;-1.679617125;-949970018;-1.6796171252784744,-1.694472235095416,-1.694472235095416,-1.694472235095416,-1.694472235095416,-1.7136387869143217,-1.7393369986147464,-1.742414666688476;-949970018,1606723630,1606723630,1606723630,1606723630,1472506030,2002824135,-819799162;0.125810588;8.10%
60;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;7.81972599;-1.679693865;-420635897;-1.6796938652075832,-1.6801022996850863,-1.6801022996850863,-1.6801022996850863,-1.6846079684756818,-1.6941405288898663,-1.7031726458018728,-1.707928295031429,-1.7111042478521306,-1.7270676313957958,-1.7364039699690625,-1.7429505600358546,-1.746977884871051,-1.7469791665903194,-1.7491590579224754;-420635897,-421160793,-421160793,-421160793,-420898521,1574918438,-428799065,-403924697,1986631975,-464708713,-958064337,-412280057,-455277961,-455274377,-442210817;0.125887328;8.10%
17;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;1.757535696;-1.683282517;1576800890;-1.6832825174548205,-1.6936760819666525,-1.7054726285554813,-1.7054726285554813,-1.7054739160147177;1576800890,-454254057,2069310166,2069310166,2069309686;0.12947598;8.33%
84;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;3.885139704;-1.68487884;-954856450;-1.6848788399158783,-1.7372628693526027,-1.7770868457281797,-1.781898336174899,-1.7921761785592216,-1.7945809482896524,-1.8191328908688982,-1.8191328908688982,-1.8191328908688982,-1.8211185150067912,-1.821133658174321,-1.8346064226240866,-1.8369960182464975,-1.8467005771734315,-1.8472684618895556;-954856450,-442735785,-1021965314,-748741865,-746710249,1156360311,-367695218,-367695218,-367695218,2096175526,-478402933,1642799486,-1002657602,-145483105,779689798;0.131072302;8.44%
86;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;6.990232706;-1.686353949;-487237106;-1.6863539493646655,-1.689164866768658,-1.7198750134522895,-1.7344349326391237,-1.771437426578707,-1.7800938464155935,-1.7827362729054093,-1.7972630561359213,-1.7972630561359213,-1.7972630561359213,-1.7972630561359213,-1.7973984693101952,-1.7992038467712281,-1.7992038467712281,-1.7992038467712281;-487237106,-83363690,-491427250,-217867369,1457855055,1656056398,1924225806,-488285682,-488285682,-488285682,1659198030,1867319914,-488285618,-488285618,-488285618;0.132547412;8.53%
67;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;5.549762487;-1.686702162;1466738798;-1.6867021618559677,-1.7665445862463864,-1.7758876277455238,-1.7916565445196584,-1.7918690367920007,-1.79440816289509,-1.7962525355881005,-1.8039913188908872,-1.8096316575583455,-1.8141282447361236,-1.8312696950205534,-1.8407847203296568,-1.8488465506424103,-1.8585800667840646,-1.8601312839523332;1466738798,-454221193,1320620278,1438906631,1288545142,-1529499497,1305256790,1472564783,-1372743298,-697918561,1337397494,1096774347,-697853029,1457886031,1474652939;0.132895624;8.55%
85;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;5.465894699;-1.689602782;1172890203;-1.6896027824056479,-1.702102222600439,-1.7197049283380585,-1.7684138178184448,-1.7945560911516492,-1.7947824560703272,-1.8111972610831475,-1.8111972610831475,-1.8111972610831475,-1.8111972610831475,-1.8111972610831475,-1.8294211552809037,-1.8303837712444968,-1.8347896094937628,-1.8400485216388245;1172890203,1664952446,-994282209,-538270969,1546445534,-994282721,-327674922,-327674922,-327674922,-327674922,-327674922,-380640633,-538270909,1663904126,-995279778;0.135796245;8.74%
76;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;4.426791906;-1.69022582;1975759255;-1.690225819829908,-1.698301901761722,-1.7186941264838718,-1.753926434842525,-1.760778609336164,-1.7680759858370227,-1.7814872806822677,-1.7824921972700496,-1.7824921972700496,-1.7824921972700496,-1.7824921972700496,-1.7824921972700496,-1.7878888525122485,-1.7878888525122485,-1.7878888525122485;1975759255,-480957554,-490358754,1975726487,1903977643,1573335190,1723078779,-238833257,-238833257,-238833257,-238833257,-238833257,-380673146,-380673146,-380673146;0.136419282;8.78%
56;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;fullyrandom;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;3.565421581;-1.695683501;-212129490;-1.6956835013820017,-1.7146404514733675,-1.726701837063593,-1.7277182677541938,-1.7592067337502022,-1.7592067337502022,-1.7592067337502022,-1.7863365813374283;-212129490,-239312834,-210097874,2095534518,-574856130,-574856130,-574856130,2023187158;0.141876964;9.13%
12;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;1.265218496;-1.698958387;1919913511;-1.6989583872587697,-1.6989583872587697,-1.6989583872587697,-1.6989595547951422,-1.7244414884260626;19,199,135,111,919,900,000,000,000,000,000,000,000,000,000,000,000;0.14515185;9.34%
80;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;7.04855895;-1.700029154;-562095962;-1.7000291542005768,-1.7453319113118573,-1.7512586120179798,-1.7653670727036714,-1.7740192255667273,-1.7766441680266005,-1.7766441680266005,-1.7766441680266005,-1.7804910635849525,-1.784437487738299,-1.7872790955498372,-1.7872790955498372,-1.7923214882354097,-1.7960092522737872,-1.8047375270638497;-562095962,1311549558,-73123810,-370269834,2046456131,-207341474,-207341474,-207341474,-215729954,1604717174,1890016631,1890016631,1528696698,1597901426,-567453170;0.146222617;9.41%
81;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;3.281745911;-1.701438715;1453653326;-1.7014387147695424,-1.7014387147695424,-1.7663678455253307,-1.8182485236626142,-1.8182485236626142,-1.8182485236626142,-1.8182485236626142,-1.8212552310114751,-1.8212552310114751,-1.83786615360202,-1.8495915117942185,-1.8684624723637295,-1.8754530123987756,-1.8769464484476077,-1.8812592777378414;1453653326,1453653326,1453652430,2060659534,2060659534,2060659534,2060659534,-953362389,-953362389,1587241814,-857683290,1470390094,1453621070,1940151902,-955459541;0.147632177;9.50%
58;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.246385574;-1.703438614;-612754930;-1.7034386135656128,-1.7034386135656128,-1.7034386135656128,-1.7034386135656128,-1.7034386135656128,-1.7034386135656128,-1.7034386135656128,-1.7034386135656128;-612754930,-612754930,-612754930,-612754930,-612754930,-612754930,-612754930,-612754930;0.149632076;9.63%
74;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;7.080904245;-1.708452271;1357360027;-1.7084522711305858,-1.7084535747396519,-1.7088525212498602,-1.7233024333350406,-1.7235404679867767,-1.7415526381659028,-1.745058746959363,-1.7464955387231749,-1.7515419237022736,-1.7551720472787837,-1.7557006698391084,-1.7573885520054335,-1.7615964977635123,-1.7656269026550335,-1.765893884314826;1357360027,1357363611,-961733794,-970114210,1548714742,-906599794,-943353121,-799071330,1463032795,-693855721,1472565975,-317857610,1915153038,-850610726,-1040293365;0.154645734;9.95%
66;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;3.937179565;-1.712388623;1824854743;-1.71238862305909,-1.730598630662901,-1.767333783969943,-1.796931284511659,-1.7980447905362924,-1.8302406050740463,-1.8445079069128598,-1.845151184390046,-1.8596692732613451,-1.8605246521610437,-1.8631445776874933,-1.8635399334524194,-1.8635399334524194,-1.8635399334524194,-1.8689631186255282;1824854743,-566801485,1302653530,-859453530,-425648297,-358340074,-106802761,-746080226,-316906858,2070550902,1529746686,1902822375,1902822375,1902822375,1605643386;0.158582086;10.21%
20;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;2.179848194;-1.713400524;1843667934;-1.7134005238066932,-1.7311238741750092,-1.7557859188969422,-1.7557859188969422,-1.7557859188969422;18,436,679,341,818,000,000,000,000,000,000,000,000,000,000,000,000;0.159593986;10.27%
33;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;tournament_2;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;3.683248997;-1.717548537;1446861167;-1.7175485365576109,-1.7175485365576109,-1.7175485365576109,-1.7175485365576113,-1.720455460004195,-1.7747808313071585,-1.7747808313071585,-1.7750256268736162;1446861167,1446861167,1446861167,-700622545,1983733095,1445846383,1445846383,1139720814;0.163741999;10.54%
18;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;1.349618196;-1.726066433;1646598910;-1.7260664330089484,-1.7836509518942578,-1.7836509518942578,-1.7836509518942578,-1.7836509518942578;1646598910,-1037071746,-1037071746,-1037071746,-1037071746;0.172259895;11.09%
68;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;7.048671722;-1.726319726;-299070922;-1.7263197262464307,-1.754190777529468,-1.7595008682224844,-1.794911318109512,-1.7954446150233856,-1.8102581389943946,-1.8123744593201458,-1.8240525752429382,-1.83037938525197,-1.8320802835035832,-1.837329428422506,-1.8432814793796124,-1.849819383442689,-1.849819383442689,-1.8517641550129158;-299070922,-998761570,-962139321,1182149103,1852218055,1559718247,1852103367,812487327,-513232738,1884132062,-361493762,-619742202,-454749229,-454753293,1460211326;0.172513189;11.10%
46;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.225475788;-1.728615475;-520155009;-1.7286154754484055,-1.762321932679884,-1.762321932679884,-1.762321932679884,-1.762321932679884,-1.762321932679884,-1.762321932679884,-1.762321932679884;-520155009,-342547970,-342547970,-342547970,-342547970,-342547970,-342547970,-342547970;0.174808938;11.25%
0;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;tournament_2;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;2.481138229;-1.731125983;-841284746;-1.7311259826681247,-1.7712184875248018,-1.7911375204945872,-1.7982083638070723,-1.7982083638070723;-841284746,1568560067,-941940361,-808516746,-808516746;0.177319445;11.41%
41;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;2.821263075;-1.733263012;1154343503;-1.7332630121285664,-1.7625596338105554,-1.7704762239450937,-1.7763996846018697,-1.7763996846018697,-1.7763996846018697,-1.7763996846018697,-1.8245626571722289;11,543,435,031,692,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000;0.179456475;11.55%
69;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;3.314754248;-1.735585406;-2872810;-1.7355854063658382,-1.7614897021169238,-1.7762362163832726,-1.7762362163832726,-1.7762362163832726,-1.7762362163832726,-1.7762362163832726,-1.7762362163832726,-1.792515847639484,-1.8172014395769198,-1.8172014395769198,-1.8320426043613447,-1.8426084483495995,-1.8439976927137316,-1.8441647896678075;-2872810,-305876777,-34330089,-34330089,-34330089,-34330089,-34330089,-34330089,-511329794,-2872809,-2872809,2111058323,-515304482,2128874039,1604725686;0.181778869;11.70%
36;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;2.065697432;-1.736772525;-687011009;-1.7367725251607569,-1.7632892852653053,-1.779639041522494,-1.8588360709978273,-1.8732062214793765,-1.898189950322538,-1.8991073958533,-1.904733180664429;-687011009,-164013297,-256923329,-813540058,-990489113,-2039361105,1924620603,1450725678;0.182965988;11.78%
8;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.7;2.200009823;-1.73885446;-574152034;-1.7388544596856141,-1.7388581301539818,-1.7523631177956325,-1.7821864450722116,-1.7945928505496935;-574152034,-588832578,-1363826569,-558814922,783661654;0.185047922;11.91%
11;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;roulette;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.7;1.719294071;-1.739990704;-762107106;-1.7399907039679738,-1.7399907039679738,-1.7399907039679738,-1.7399907039679738,-1.7399907039679738;-762107106,-762107106,-762107106,-762107106,-762107106;0.186184166;11.98%
15;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;ranking;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.050645351;-1.741769991;1468491831;-1.741769991049389,-1.7764895435308885,-1.7795433813113004,-1.7795433813113004,-1.7795433813113004;14,684,918,311,841,300,000,000,000,000,000,000,000,000,000,000,000;0.187963454;12.10%
42;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.3;2.066129208;-1.742779334;-697070681;-1.7427793344958338,-1.7532158745159183,-1.7727159385657123,-1.8112821844536924,-1.8159611563901132,-1.8296073269782527,-1.8296073269782527,-1.8439427296378748;-697070681,2111886218,-966619225,-696907097,1315383527,-313708394,-313712458,-865508930;0.188972797;12.16%
37;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;roulette;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.83055234;-1.743262601;-410945201;-1.7432626009203949,-1.7453131171822542,-1.7528806788957454,-1.7709099365289365,-1.7709099365289365,-1.8097405451895296,-1.8221640791551519,-1.8239617244820487;-410945201,-282662493,-453742386,-500863505,-486183441,-479647634,-521180665,-454794002;0.189456063;12.19%
49;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.789430857;-1.743708576;1640727415;-1.7437085758890047,-1.7562037201661862,-1.7875117521741963,-1.788488148988388,-1.8142850111543707,-1.8266952345122518,-1.8412987903526272,-1.8439535049871294;1640727415,1503618170,-492000737,1594793015,1594808855,1602579974,1921243431,-440080505;0.189902038;12.22%
51;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.669818878;-1.744298571;-999485253;-1.7442985708608945,-1.7442985708608945,-1.7442985708608945,-1.7442985708608945,-1.7442985708608945,-1.7442985708608945,-1.7442985708608945,-1.7442985708608945;-999485253,-999485253,-999485253,-999485253,-999485253,-999485253,-999485253,-999485253;0.190492033;12.26%
27;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;fullyrandom;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.3;1.053664207;-1.74683223;1885837758;-1.746832229847034,-1.746832229847034,-1.746832229847034,-1.8878047579062147,-1.8878047579062147;18,858,377,581,885,800,000,000,000,000,000,000,000,000,000,000,000;0.193025692;12.42%
19;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;30;binary;byclass_0.1_0.1;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;1.745526075;-1.750202564;1205086315;-1.750202563519894,-1.7545869714891902,-1.7622713179219536,-1.7852085591550617,-1.7852085591550617;12,050,863,151,441,000,000,000,000,000,000,000,000,000,000,000,000;0.196396026;12.64%
43;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;2.805361032;-1.751141145;-835311114;-1.751141145293804,-1.7526621618731482,-1.7756857635431778,-1.7756857635431778,-1.7756857635431778,-1.8115995109748884,-1.8115995109748884,-1.8115995109748884;-835311114,-146162937,-835573250,-835573250,-835573250,-835048970,-835048970,-835048970;0.197334608;12.70%
52;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;50;binary;byclass_0.1_0.1;singlepoint_interchange;singlepoint;ranking;0.2;0.8;0.15;0.5;2.243556261;-1.756258744;-998676242;-1.756258744237025,-1.756258744237025,-1.7800786087073779,-1.7800786087073779,-1.7800786087073779,-1.7800786087073779,-1.7800786087073779,-1.7800786087073779;-998676242,-998676242,-906624262,-906624262,-906624262,-906624262,-906624262,-906624262;0.202452207;13.03%
73;3356;Instance_40_1.mat;40;10;20;-1.553806538;1000;100;binary;ranking;singlepoint_interchange;misc;ranking;0.2;0.8;0.15;0.5;5.542418957;-1.758244905;-515003429;-1.7582449045356165,-1.7582449045356165,-1.7582449045356165,-1.7604451577860247,-1.7822499796536742,-1.7986804671217977,-1.8186017502468415,-1.8194569853288693,-1.8194569853288693,-1.8194569853288693,-1.8194569853288693,-1.8194569853288696,-1.8213372137096842,-1.8253724197776882,-1.841498016533707;-515003429,-515003429,-515003429,-984705321,-303818093,1469406030,-966011609,1797797978,1797797978,1797797978,1797797978,-349685734,1445263775,-949173714,-1881949938;0.204438367;13.16%
